Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction,Price_per_m2,PriceCategory,PriceCategoryEncoded
"Ardrums Great, Summerhill, Garadice, Co. Meath, A83FY80",750000,4,3,0,330.0,3,53.439887,-6.762761,9631.0,garadice-meath,10,Unknown,2003.0,2272.7272727272725,High,0
"Karinya, Glencormack North, Kilmacanogue, Co. Wicklow, A98TX84",895000,4,2,6,190.0,12,53.179584,-6.150254,4821.0,kilmacanogue-wicklow,4,"Features & Services:, Architect designed 4-bedroom detached house on c.1acre., Spacious and light-filled accommodation measuring 190sq.m./2,045sq.ft. approx., Mature, elevated, sylvan setting with panoramic and sea views., An abundance of excellent local services and amenities., New Grant oil boiler installed., New TC radiators installed and plumbed for zoned heating., Oil fired central heating., 5m x 5m home office/garden room., Septic tank.",1970.0,4710.526315789473,High,0
"3 The Old Mill, Main Street, Naul, Co. Dublin, K32C659",295000,2,2,8,70.0,7,53.587564,-6.292586,5657.0,naul-dublin,0,Unknown,1876.0,4214.285714285715,Medium-Low,3
"53 Thornberry, Truskey West, Barna, Co. Galway, H91Y5F7",435000,2,2,5,110.0,5,53.253642,-9.155446,6926.0,barna-galway,3,"mgmt fee Â€1,300 p.a, Owner occupied, Parking, Private back garden, Maintained development, New kitchen cabinets, Quartz countertop, New built in wardrobes, New boiiler, Upgraded heating / water system",2006.0,3954.5454545454545,Medium,2
"79 Crenigans Bánóg, Ashbourne, Co. Meath, A84YX81",485000,4,3,4,130.0,2,53.50405,-6.384893,4874.0,ashbourne-meath,10,Unknown,2017.0,3730.769230769231,Medium-High,1
"Rose Cottage, Church Road, Ballycotton, Midleton, Co. Cork, P25CX44",795000,5,4,0,307.0,4,51.830388,-8.021571,6059.0,midleton-cork,1,"Substantial Detached Property , Private Entrance, Stunning Views to the Coast , Located within walking distance of Ballycotton village and pier, Close to Cliff Path Walk, Large Private Rear Garden with sea views, Spacious Family Friendly Accommodation , Double Glazed PVC Windows, Three Zoned Oil-Fired Central Heating with Nest Controlled Thermostats, Philips Hue Smart Controlled Lighting, Alarm with remote control through App",2005.0,2589.5765472312705,High,0
"Kilcor Cottage, Kilcor, Castlelyons, Co. Cork, P61HP98",295000,4,1,0,110.0,10,52.053834,-8.200469,6813.0,castlelyons-cork,1,"Oil fired central heating & back boiler, Septic Tank, Private water supply, Large enclosed site with two access points, Beautiful countryside views to the front & rear of property, Ample parking spaces, Built in 1900",1900.0,2681.818181818182,Medium-Low,3
"Cloonfaulus, Kilkelly, Co. Mayo",149000,5,1,0,115.0,14,53.87532378468998,-8.718407952822218,4098.0,kilkelly-mayo,6,"5 Bedroom Two Storey Residence, C18.63 acres of Land, Extends to circa 115.13sq.m, Peaceful tranquil location, Offers great potential, May be Eligible for Vacant Property Refubishment & SEAI Grants",1900.0,1295.6521739130435,Low,4
"8 O'Connell Street, Blackpool, Co. Cork, T23YDA3",170000,2,1,5,73.0,12,51.907764,-8.475084,7960.0,blackpool-cork,1,Unknown,1940.0,2328.7671232876714,Low,4
"7 The Mews, Atkins Hall, Lee Road, Cork City, Co. Cork, T23XR64",265000,2,2,3,73.0,9,53.7797554,-7.3055309,3065.0,cork-city,1,"Cork City, Cork, D1",1880.0,3630.1369863013697,Medium-Low,3
"Rosebrook Lodge, Dunsany, Co. Meath, C15E524",790000,4,3,0,190.0,5,53.524039,-6.684624,15848.0,dunsany-meath,10,"Electric wrought iron entrance gates with stone piers, wall and railings,  gravel driveway, Sandstone front exterior with natural slate roof, Site extending to 5 acres approx., Delightful gardens and orchard with maturing apple trees, Two Sandstone patios and large decked area, PVC fascia and soffit, Granite sils, Alarmed, Feature wall panelling in hall and living room, Outside tap & wooden garden shed",2002.0,4157.894736842105,High,0
"22 Barryville Court, Rosslare Harbour, Co. Wexford, Y35HC79",349000,4,2,0,124.0,7,52.247811,-6.333817,4921.0,rosslare-harbour-wexford,2,"Easily accessible., Presented in immaculate condition., Walking distance from all village facilities., Daily trains & buses from Europort., Generous parking & very spacious gardens., Corner site.",1999.0,2814.516129032258,Medium,2
"Lauralee, Glendine Road, Kilkenny, Co. Kilkenny, R95FP8A",670000,4,2,0,165.0,11,52.670006,-7.250945,2189.0,kilkenny-kilkenny,15,"LARGE VOLUME OF SPACE OVER 2 FLOORS, LARGE ARCHITECTURALLY DESIGNED PROPERTY WITH  ADDED EXTENSION TO THE REAR, CONSISTENTLY MAINTAINED BY OWNERS, CLOSE TO KILKENNY CITY AND  KILKENNY GOLF CLUB , HIGHLY DESIRABLE RESIDENTIAL  LOCATION, SOUTHWEST FACING REAR GARDEN, measuring 0.2 ACRES WITH FULL SUN, SOLAR PANELS INSTALLED, CHILD CARE FACILITIES NEARBY AND SHORT WALK TO PRIMARY AND SECONDARY SCHOOLS , PRIVATE AND ENCLOSED REAR GARDEN/NOT OVERLOOKED, CLOSE TO MOTORWAY ACCESS",1967.0,4060.6060606060605,High,0
"11 Tower Hill, Kilcoolishal, Glanmire, Co. Cork, T45KW52",750000,5,4,0,197.0,6,51.909757,-8.367976,6435.0,glanmire-cork,1,"Beautiful 5-bedroom detached home, Approx.  197 sq m / 2120 sq. ft, Situated on 0.85 acres / 0.35 hectares, Commanding southern country views, Superbly presented and maintained, Fantastic mature garden, Detached Garage (5m x 6.75m) (2004), Tarmac &amp; cobble block driveway, OFCH (2021) / Fibre Broadband, Glounthaune Train Station 1.2km, Cork city 8km",1989.0,3807.1065989847716,High,0
"12 Roebuck Park, Clonskeagh, D14CH98",850000,3,3,5,165.0,5,53.296935,-6.23694,6228.0,goatstown-dublin,0,"BER B3, Secure gated development, Excellent decorative order, 2 Dedicated car spaces, Gas fired central heating, Double glazed windows",1995.0,5151.515151515152,High,0
"9a, Georges Row, Bantry, Co. Cork, P75PD82",249950,3,3,4,93.0,9,51.682613,-9.447564,3977.0,bantry-cork,1,Unknown,2003.0,2687.6344086021504,Low,4
"115 Harbour View, Harbour Square, Crofton Road, Dun Laoghaire, Co. Dublin, A96F535",850000,2,2,8,89.0,4,53.294823,-6.136131,5938.0,dun-laoghaire-dublin,0,"Special Features, Stunning Sea Views, 4th floor, 2 bed, 2 bath, Utility, Storage, Parking x 1, An enviable position located on the front of the development, Management fee Â€2,800",2005.0,9550.561797752809,High,0
"41 Lake Side Gardens, Kilminchy, Portlaoise, Kilminchy, Co. Laois, R32K8RW",210000,2,3,4,78.0,6,53.047547,-7.270605,3593.0,kilminchy-laois,19,Freshly painted throughout,2005.0,2692.3076923076924,Low,4
"Drumhass, Mohill, Co. Leitrim, N41PX33",295000,4,2,0,160.0,10,53.872255,-7.766033,4914.0,mohill-leitrim,24,"Mains Water and Septic tank,, Oil fired central heating, NBI Fibre to the home broadband now available in the area for connection.",1982.0,1843.75,Medium-Low,3
"Springlawn, Mountbellew, Co. Galway, H53PX62",380000,4,2,0,212.0,5,53.502939,-8.518142,5239.0,mountbellew-galway,3,"Easy Commuting Distance to Galway City, Athlone and Roscommon, Close to both Mountbellew and Moylough , Meticulously Maintained Landscaped Lawns with Patio Area - Tarmac Driveway , Beautiful Masonry Wall to Front with Double Gates, Circa. 0.57 Acre Site, Large Garage with Two Rollers Doors, Beautifully Presented - Turn Key Property, Solid Fuel and O.F.C.H.    , SuperVac - Integrated Vacuum System , Stira To Attic",2007.0,1792.4528301886792,Medium,2
"Kiltycreevagh, Ballinamuck, Co. Longford, N39YN20",275000,3,2,6,141.0,7,53.876838,-7.715228,3089.0,ballinamuck-longford,26,"Mains Water & Septic Tank., Oil fired central heating., NBI Fibre to the home broadband is now in the area and ready to be connected.",2006.0,1950.354609929078,Medium-Low,3
"Apartment 8 , Galley, Harvey's Dock, Macdonald's Quay, Youghal, Co. Cork, P36XW20",290000,3,1,8,84.0,7,51.954498,-7.846189,4062.0,youghal-cork,1,Unknown,1998.0,3452.3809523809523,Medium-Low,3
"Apartment 20 , Chancery Court, Christchurch, Dublin 8, D08PF58",300000,1,1,8,52.0,8,53.341804,-6.26979,3512.0,christchurch-dublin,0,Unknown,2005.0,5769.2307692307695,Medium-Low,3
"2 St John's Road, Sandymount, Dublin 4, D04PX68",2250000,4,2,4,229.0,10,53.324588,-6.208161,6892.0,sandymount-dublin,0,Unknown,1850.0,9825.32751091703,High,0
"Meenabrock, Dunkineely, Co. Donegal, F94H7P9",330000,4,4,0,179.0,8,54.677158,-8.343294,3251.0,dunkineely-donegal,5,"Bright and spacious accommodation, Presented in First Class condition, Dual central heating, Detached garage, Attractive well maintained landscaped gardens, Scenic & peaceful location.",2006.0,1843.5754189944134,Medium-Low,3
"4 Ard Mhin An Iolar, Derrybeg, Derrybeg, Co. Donegal, F92VY33",285000,4,3,0,130.0,7,55.076272,-8.280069,3698.0,derrybeg-donegal,5,"This property is being sold in its present state of completion.Furniture inventory an option., Located just yards from the Wild Atlantic Way R257 road that runs along the Donegal western Donegal coastline, This is a timber frame house with good insulation property, Architectually designed to take advantage of all incoming light from east to west, Good fenced in garden area., Tarmac driveway and lawns in place, This location is just a 2 minutes from the main bus route to Dublin  Galway and Belfast with a full timetable available",2009.0,2192.3076923076924,Medium-Low,3
"The Bungalow, Boreenmanna Road, Cork, Blackrock, Co. Cork, T12Y8KN",695000,3,3,0,128.0,14,51.892354,-8.438142,10048.0,blackrock-cork,1,Unknown,1973.0,5429.6875,High,0
"6 Hill Cottages, Killiney Hill Road, Killiney, Co. Dublin, A96ND72",485000,2,1,4,40.0,14,53.263624,-6.114956,6227.0,killiney-dublin,0,"Gas fired central heating, Excellently located two-bedroom cottage, Positioned in the heart of Killiney Village, Large rear garden with beautiful views, Off street parking possible to the front, Potential to extend subject to PP.",1890.0,12125.0,Medium-High,1
"7 Ashdene, South Douglas Road, Cork City Centre, T12X9TX",435000,3,2,4,111.0,10,51.879485,-8.449571,4684.0,Unknown,11,"FREEHOLD TITLE, NATURAL GAS CENTRAL HEATING, DOUBLE GLAZING IN WOODGRAIN PVC, EXCELLENT DECORATIVE CONDITION, SOUTH FACING REAR GARDEN, OFF-STREET PARKING",1986.0,3918.9189189189187,Medium,2
"28 Seabury, Rosslare Strand, Co. Wexford, Y35EH66",325000,3,3,5,87.0,7,52.272858,-6.392241,2366.0,rosslare-strand-wexford,2,"Superb location., Presented in immaculate condition., Adjacent to all facilities., Will make a beautiful home., Excellent accommodation., c. 86.58 (m2)",2004.0,3735.632183908046,Medium-Low,3
"7 Eglinton Place, Western Road, Cork City, Co. Cork, T12XW6Y",495000,5,6,5,160.0,8,51.895126,-8.492873,2871.0,cork-city,1,"Vacant , 1 minute walk to the gates of the University, Gross yield of approx 9%,  Prime location on the Western Road, opposite UCC, Large rear extension, 6 Bathrooms , 2 Parking spaces, c.160 sq m , Large rear garden   ",1880.0,3093.75,Medium-High,1
"19 Hardman's Gardens, Drogheda, Co. Louth, A92CX6X",235000,3,1,5,102.0,10,53.7200698,-6.351252,3798.0,drogheda-louth,18,Unknown,1930.0,2303.921568627451,Low,4
"96 Coill Darach, Castleblayney, Co. Monaghan, A75AN22",220000,3,3,4,97.0,4,54.111817,-6.746642,3165.0,castleblayney-monaghan,25,"* Oil fired central heating, * Enclosed rear garden, * Car parking for 2 cars, * Within walking distance to town centre & all amenities, * Double glazed windows, * Mains Services",1996.0,2268.041237113402,Low,4
"Keel Upton, Crossbarry, Co. Cork, T12AW63",250000,3,1,0,133.0,11,51.815486,-8.676166,12977.0,crossbarry-cork,1,Ideally located,1900.0,1879.6992481203008,Low,4
"Ledonigan, Bailieborough, Co. Cavan, A82FW08",110000,1,1,6,98.0,14,53.947324,-7.083744,4761.0,bailieborough-cavan,20,"Nestled in the tranquil countryside of Ledonigan in the village settlement of Tunnyduff, this charming detached bungalow offers a unique opportunity t, The property is a disused former shop with adjoining living accommodation that has been vacant for some time with works commenced by current owners wi, The property has a total floor area of 98mÂ² with the former shop unit suitable for conversion to additional accommodation, The property is located in a rural location but adjacent to a road junction which provides easy accessibility to the local village of Tunnyduff with l, The towns of Bailieborough and Cavan are located 9.9km and 23.9km away, Property previously qualified for the Vacant Property Refurbishment Grant., The property is located on a spacious 0.37 acres with extensive gardens to the rear., Septic Tank Sewerage, Group Water Scheme, Year of Construction : 1950",1950.0,1122.4489795918366,Low,4
"20 Ashford, Glasnevin, Dublin 11, D11PF85",350000,2,2,8,68.0,6,53.379326,-6.276771,3129.0,glasnevin-dublin,0,"Spacious first floor apartment., High quality fixtures and fittings., Modern decor., Two designated underground car parking spaces., Beautifully maintained communal gardens., Terrace., Electric Heating., Lift.",2005.0,5147.058823529412,Medium,2
"Galgystown, Fethard, Co. Wexford, Y34HN30",645000,4,5,0,280.0,4,52.149248,-6.90282,3932.0,fethard-wexford,2,"Stunning architecturally designed 4 bedroom detached property, Sea views surrounding the house, Double Garage, Zoned heating system, Solar panels to heat water, Double glazed windows throughout, Open plan living space, Electric gates, Private sewerage system, Mains water",2008.0,2303.5714285714284,High,0
"Clossagh More, Rockcorry, Co. Monaghan, H18RD00",265000,4,2,6,138.0,7,54.101123,-7.007628,3358.0,rockcorry-monaghan,25,"UPVC Double Glazed Windows, Oil Fired Central Heating, Wood flooring , Four Double Bedrooms , Situated 2.1km from Rockcorry, Newly decorated throughout, Potential for Attic conversion, High Speed Fibre Broadband available",2006.0,1920.2898550724638,Medium-Low,3
"13 Meadowlands, Bandon, Co. Cork, P72P261",310000,4,3,3,146.0,6,51.741266,-8.73376,2427.0,bandon-cork,1,"New PV solar panels., Large gardens with large shed, decking area, two patio areas., Converted attic into large storage room/office/bedroom., Within walking distance of several national and secondary schools., Located just off the Bandon Bypass and within minutes' walk of Bandon town centre.",1997.0,2123.2876712328766,Medium-Low,3
"Main Street, Milford, Co. Donegal, F92EDV7",140000,6,3,8,199.0,14,55.086466,-7.697591,3163.0,milford-donegal,5,"Prime site of circa 0.35 acres located on the main street of Milford Town, Good redevelopment opportunity, Three storey building for possible conversion to apartments or for storage, Garden area to rear, Milford town has numerous amenities including National School, two second level schools, library, post office, Supermarket, minimarket and independent",1837.0,703.5175879396985,Low,4
"50 Cherrygarth, Mount Merrion, Co. Dublin, A94H3A8",1245000,4,0,4,145.0,5,53.290435,-6.2079,4355.0,mount-merrion-dublin,0,"South-west orientation to the rear, Cul de sac location, Excellent B3 Building Energy Rating (Green Mortgages available), Pedestrian shortcut to Stillorgan Village & Luas, Moments from excellent schools",1961.0,8586.206896551725,High,0
"96 Riversfield Estate, Midleton, Co. Cork, P25T180",225000,3,1,4,84.0,8,51.90971,-8.181347,0.0,midleton-cork,1,Unknown,1968.0,2678.5714285714284,Low,4
"Pointa, Carraroe, Co. Galway, H91NND4",295000,3,2,0,108.0,8,53.264108,-9.598267,7278.0,carraroe-galway,3,"Remodelled in 2002, South facing House, On a large elevated site of c. 0.70 Ha (1.73 acres), Land divided into small fields - ideal for grazing or organic gardens, Beach to rear of lands, Public Quay nearby, Walk-in condition, Electric underfloor heating - 5 Zones, 2.4 km to Carraroe village and local amenities, 2.4 km to Tra na Reilige (beach)",1970.0,2731.4814814814813,Medium-Low,3
"5 Park Court, Park Road, Longford Town, Co. Longford, N39X9D0",189000,4,1,5,101.0,7,53.722274,-7.793825,3973.0,longford-town-longford,26,Unknown,1978.0,1871.2871287128712,Low,4
"5 RIVERWOOD, Moville, Co. Donegal, F93N7P6",190000,4,2,0,155.0,6,55.1931,-7.044266,2588.0,moville-donegal,5,"Quality 4 bedroom house with sun room, Prominent 0.15 acre enclosed site, 6% MICA Strong compressive strengths, Negligible Freeze thaw, Popular residential development, Walking distance of town, featured",2006.0,1225.8064516129032,Low,4
"Dún-An-Óir, Templemore Road, Roscrea, Co. Tipperary, E53X316",285000,5,3,6,202.0,13,52.946957,-7.7945,2312.0,roscrea-tipperary,13,"Mains water and main sewerage connections., Oil fired central heating installed., Good quality Upvc windows & doors., Excellent layout with great use made of all space.                   Ground floor ensuite adapted for wheelchair/disability use., Subject to application, his house should qualify for the    SEAI upgrade grants., Wonderful gardens front and back. Good car parking space., High speed broadband available.",1961.0,1410.8910891089108,Medium-Low,3
"21 Oldcourt Cottages, Ballycullen, Dublin 16, D24X6P4",700000,3,2,4,85.0,12,53.2702519,-6.3442881,3282.0,ballycullen-dublin,0,"Large site with obvious further development potential subject to PP, Highly sought after location, Rear vehicular access, Off street parking",1900.0,8235.29411764706,High,0
"21 Beech Park Road, Foxrock, Dublin 18, D18A7X9",895000,5,3,0,172.0,12,53.271913,-6.165689,3543.0,foxrock-dublin,0,"Impressive family home, Detached, 5 bedroom residence, Beautiful rear garden with lawn, patio area and shed Spacious footprint of c. 172 sq mt/ 1,851 sq ft, Popular family location, Close to excellent schools & amenities, Ample off street parking, Gas Fired Central Heating, Close to a choice of excellent schools, Close to many public transport links, Close to superb shopping and recreational facilities",1965.0,5203.488372093023,High,0
